label,location,date,value,group
Polo,25,2010,2,Lacoste (+2)
Polo,78,2012,1,Lacoste (+2)
Polo,35,2016,1,Lacoste (+2)
Polo,75,2016,9,Lacoste (+2)
Polo,13,2016,1,Lacoste (+2)
Polo,75,2020,3,Lacoste (+2)
Polo,13,2015,3,Lacoste (+2)
Polo,91,2002,1,Lacoste (+2)
Polo,44,2017,1,Lacoste (+2)
Polo,93,2013,1,Lacoste (+2)
Polo,33,2018,1,Lacoste (+2)
Polo,92,2012,3,Lacoste (+2)
Polo,75,2017,4,Lacoste (+2)
Polo,92,2019,1,Lacoste (+2)
Polo,44,2019,1,Lacoste (+2)
Polo,93,2020,2,Lacoste (+2)
Polo,6,2013,1,Lacoste (+2)
Polo,13,2000,1,Lacoste (+2)
Polo,75,2019,1,Lacoste (+2)
Polo,13,2013,1,Lacoste (+2)
Polo,71,2016,1,Lacoste (+2)
Polo,60,2018,1,Lacoste (+2)
Polo,78,2017,2,Lacoste (+2)
Polo,93,2015,1,Lacoste (+2)
Polo,94,2014,2,Lacoste (+2)
Polo,75,2009,1,Lacoste (+2)
Polo,91,2018,1,Lacoste (+2)
Polo,92,2018,1,Lacoste (+2)
Polo,94,2017,2,Lacoste (+2)
Polo,94,1995,1,Lacoste (+2)
Polo,91,2016,1,Lacoste (+2)
Polo,91,2017,1,Lacoste (+2)
Polo,75,2018,1,Lacoste (+2)
Polo,57,2009,1,Lacoste (+2)
Polo,77,1998,1,Lacoste (+2)
Polo,75,2013,2,Lacoste (+2)
Polo,13,2019,2,Lacoste (+2)
Polo,13,2017,1,Lacoste (+2)
Polo,94,2019,1,Lacoste (+2)
Polo,78,2013,1,Lacoste (+2)
Polo,13,2020,1,Lacoste (+2)
Polo,75,2003,1,Lacoste (+2)
Polo,34,2019,1,Lacoste (+2)
Polo,95,2013,1,Lacoste (+2)
Polo,95,2004,1,Lacoste (+2)
Polo,75,2005,1,Lacoste (+2)
Polo,93,1998,1,Lacoste (+2)
Polo,75,1998,1,Lacoste (+2)
Polo,94,2013,1,Lacoste (+2)
Polo,76,2014,1,Lacoste (+2)
Polo,93,2017,1,Lacoste (+2)
Polo,75,2007,1,Lacoste (+2)
Polo,31,2015,1,Lacoste (+2)
